comment_se	comment_en	tags
"Krånglar jämt 
Det är ALLTID problem att logga in! Fel med nätverk efter man knappat in BankID.. även när man betalt något så är det problem!"	"complicate still
It's always trouble logging in! Error with ntverk after you keyed in the BankID .. vein No one paid something so is the problem!"	Payments; Tech issue / bug; unable to login; 
"Går ej att logga in 
Får ”nätverksfel” vid inloggning med bank-ID. Oavsett nät (wi-fi el 4G). Ominstallerat (då gick det en gång) och startat om telefonen. Upplever att det är efter iOS 12 detta inträffat, funkade tidigare. Senaste appuppdateringen hjälpte inte."	"Gr not logging
Fr ntverksfel at login with the bank ID. Regardless nt (wi-fi el 4G). Reinstalled (d, it was a once) and restarted the phone. Feel that it is for iOS 12 this intrffat, worked before. Latest app update did not help."	Old app; Tech issue / bug; unable to login; 
"Behöver uppdateras! 
Går inte att komma in..."" Program orsakade avbrott i anslutningen"""	"Needs updating!
You can not get in ... ""Program caused loss of connection"""	Old app; Tech issue / bug; unable to login; 
"Usel - Varning! 
Appen fungerar inte efter senaste uppdateringen om man kör  iOS 12. Enbart ett obegripligt felmeddelande visas.

Om man har så dålig kvalitetskontroll på utveckling av mobilbanken vågar jag inte tänka på hur dåligt resten av verksamheten prioriteras och sköts.

Jag menar att troligen, när kontanter är borttagna och bankkontoren stängda, så sker 80-90% av alla kundinteraktioner över mobilappen, och den fungerar inte!

SKÄMS!"	"Lousy - Warning!
The app does not work after the latest update if iOS SEK 12. Only an incomprehensible error message.

If you have a walk-through's quality on the development of the mobile bank, I dare not think about on how dligt rest of the business priorities and skts.

I mean, probably, no cash is removed and bank branches stngda, p takes 80-90% of all customer interactions over mobile app, and it does not work!

SKMS!"	Old app; Older iOS device is not supported; Tech issue / bug; 
"Kan inte logga in 
Det står: ”Program orsakade avbrott i anslutningen”"	"Can not log in
The str: Program caused loss of connection"	Old app; Tech issue / bug; unable to login; 
"Fel vid ios 12 
Funkar inte i ios 12"	"Error ios 12
Does not work in ios 12"	Old app; Tech issue / bug; unable to login; 
"Kan inte se avsändarmeddelande 
Hade velat ge bättre betyg, men det är ganska värdelöst att man inte kan se några avsändarmeddelanden på insättningarna till Bankgiro. Alla insättningar har samma referens/meddelande. Antingen borde meddelandet finnas med redan i översikten eller så borde man kunna klicka sig vidare till Bankgirots insättningsuppgift som på webben. Annars är appen ganska värdelös när det kommer till att hålla koll på betalningar."	"Can not see avsndarmeddelande
Had wanted to give better rating, but it is quite vrdelst that you can not see a few avsndarmeddelanden p insttningarna to Bankgirocentralen. All insttningar same reference / message. Either notice should be included already in versikten or so should be able to click through to Bankgirots insttningsuppgift as on the web. Otherwise, the app is pretty vrdels when it comes to keeping track of payments."	Digital receipt; Old app; Requested feature; 
"Inloggning 
Med Bank id fungerar inte som det ska."	"Login
With Bank ID is not working as it should."	Old app; Tech issue / bug; unable to login; 
"BankID slutat fungera. 
Sedan senaste uppdateringen gjordes går det inte längre att logga in med BankID. Appen för Privat fungerar dock fortfarande."	"BankID stopped working.
Since the last update was made makes it no longer log in with BankID. The app fr Private works still."	Old app; Tech issue / bug; unable to login; 
"Sökfunktion vid betalningar 
Skulle önska att det fanns ett sökfält för att kunna skriva in bankgiro/plusgiro nummer eller företagsnamn när man ska betala räkningar så som det finns i webbversionen. Idag får man rulla ner och leta upp rätt mottagare."	"Skfunktion in payments
Would lish that there was a skflt from being able to enter the bank / giro number or fretagsnamn No one should pay REMARKS's as there are in the Web version. Today from you scroll down and find the right receiver."	Bankgiro; Requested feature; Search; 
"Lät bra men blev sämre. 
Efter uppdateringen är det många gånger vidarekopplingen till Mobiltbankid låser sig o man får börja om igen o igen. Sen helt plötsligt funkar det.... Hoppas ny uppdatering kommer snart!"	"Lt. good but was smre.
After the update is that many times the diversion to Mobiltbankid are reading their o man from Begin again o again. Then quite suddenly it works .... Hope new update coming soon!"	Old app; Tech issue / bug; unable to login; 
"Bra men kan bli bättre 
Fungerar ok, men skulle kunna bli mycket bättre med följande förändringar

- när man ska välja företag som man ska betala tillfrågas man rulla i en evighet ,tar oerhört mycket tid , lägg till en sök funktion så kommer appen att få en stjärna till

- varför kan man inte se bg. kontot då skulle den sista stjärnan falla på plats"	"Good but could be better
Works ok, but could be much better with the following changes

- No one should choose companies that they should pay tillfrgas to roll in forever, immensely takes much time, LGG to a so-called function's app will f a stjrna to

- why you can not see the bg. account d be the last stjrnan fall into place"	Payments; Requested feature; Search; 
"Är god man. Mina huvudmäns konton har jag dispositionsrätt på. Om jag varit ""företrädare"" hade jag kunnat hämta mina huvudmäns dokument, typ årsbesked på internetbanken och även kommunicerat med kundtjänst, som företrädare. Denna funktion finns i företagsversionen."	"r trustee. My huvudmns accounts I dispositionsrtt p. If I had been ""fretrdare"" I could fetch my huvudmns document type rsbesked p Internet bank and also communicated with Customer support, which fretrdare. This feature is available in fretagsversionen."	General complaint; God man; Requested feature; 
Ni svarade snabbt.	You responded quickly.	Content; Live Chat; Praise; 
Exporten saknar namn på mottagande swishnummer. Avändarens namn samt ev meddelande	Exports have no name on the receipt swishnummer. Avndarens name and any message	Export; Requested feature; Swish; 
Att få Göran Persson som ordförande är att gå från dåligt till sämre. Hur kan man föreslå en person som havererat skolan och det socialdemokratiska partiet på sin meritlista. Han är den yttersta formen av pamp, enbart uppfylld av sin egen förträfflighet. 	The f Gran Persson as Chairman is to go from dligt to smre. How to fresl a person who failed school and the Social Democratic Party on its track record. He is the ultimate form of pampering, only filled with their own frtrfflighet.	Brand / Trademark; Göran Persson; Politics; 
Sidan hängde sig vid fler tal tillfällen och behövde hjälp av en familje medlen att förstå vad jag svarar på.	Page hngde at more speech occasions and behvde help of a family means to understand what I answer p.	Tech issue / bug; UX/UI issue; flow was complicated; 
